Budget FY,Fiscal Period,Fiscal Period Name,Function,Spec Dept,Dept #,Dept,Amount
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-37.09
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,2.72
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-0.36
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,363
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,190.04
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,210
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,35.02
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,92.02
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,8.12
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,44.6
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-125
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-875
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,244.83
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-20.32
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-43.62
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-163.32
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-41.24
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-34.29
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,2
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,254.82
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,235.92
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,9.85
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,19.17
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,17.05
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,3.13
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-500
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-200
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-250
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-608.02
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-74.26
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-387.09
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-144.95
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-240
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,2
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-2
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-9.51
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-12.53
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-25
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-138.52
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-474
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-335
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,70
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,93.08
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,53.77
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,19
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,562
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,23
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,4
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,132
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,9
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.39
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,31.85
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,23.63
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.24
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,95.79
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,41
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,849.08
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,596.91
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,523.78
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,138.04
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1.4
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,650.96
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,148.02
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,77
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,3
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,27
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,10.87
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,88.48
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.9
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,453.86
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,117.57
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,888.8
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,45
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,101
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,104.36
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,2
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,62.71
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,19
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,21
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1.33
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,80.7
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.82
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,403.29
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,12.24
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,885.53
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,3.24
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,28
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,106.2
2012,7,January,Transportation,Transportation,,,
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,71.54
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,57.15
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,9
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,2
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,29
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,10
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,15.77
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,425.47
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,201.41
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-9
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,2.05
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,876.07
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,34.2
