Employee Identifier,Year End Date,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Code,Job,Salaries,Overtime,Other Salaries,Total Salary
52754,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,856,"Teamsters - Miscellaneous, Local 856",3370,Animal Care Attendant,58273.25,210.19,1024.78,59508.22
25800,31-03-2014,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",2708,Custodian,33832.43,1020.38,350.99,35203.8
2056,31-03-2013,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,261,"Laborers, Local 261",3417,Gardener,61958.01,2394.91,1116.17,65469.09
47927,31-03-2013,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1950,Assistant Purchaser,14180.26,0,0,14180.26
35495,31-03-2017,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,104621.01,6155.2,14920.39,125696.6
41355,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,7046.5,0,586.88,7633.38
7772,31-03-2013,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,91556.2,37865.4,9625.61,139047.21
51585,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,70686.79,8856.66,4245.89,83789.34
29889,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,47210.15,7542.22,1310.68,56063.05
5661,31-03-2015,5,Culture & Recreation,REC,REC Recreation & Park Commsn,261,"Laborers, Local 261",3417,Gardener,65414.5,8066.98,3434.13,76915.61
35467,31-03-2015,6,General Administration & Finance,HRD,HRD Human Resources,22,"Prof & Tech Engineers - Personnel, Local 21",1244,Senior Personnel Analyst,105484.35,0,0,105484.35
41321,31-03-2013,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2940,Protective Services Worker,91613.96,8745.89,6055.15,106415
30295,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,64473.43,13041.07,2257.48,79771.98
5583,31-03-2017,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",6220,"Inspector, Weights & Measures",71644.5,0,626.4,72270.9
7575,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,59938.38,7014.43,684.14,67636.95
9836,31-03-2016,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,114326.24,9277.31,19444.83,143048.38
36031,31-03-2016,3,Human Welfare & Neighborhood Development,CSS,CSS Child Support Services,790,"SEIU - Miscellaneous, Local 1021",8158,Child Support Officer II,80164.01,0,628.8,80792.81
52154,31-03-2013,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3610,Library Assistant,38452.21,0,2117.24,40569.45
7570,31-03-2014,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,4944.25,0,62.54,5006.79
9678,31-03-2015,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2586,Health Worker 2,50180.46,343.24,893.08,51416.78
32947,31-03-2013,5,Culture & Recreation,LIB,LIB Public Library,790,"SEIU - Miscellaneous, Local 1021",3610,Library Assistant,57876.31,0,2124.03,60000.34
14429,31-03-2016,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,114044.5,32318.39,3582.73,149945.62
38529,31-03-2016,6,General Administration & Finance,ASR,ASR Assessor / Recorder,790,"SEIU - Miscellaneous, Local 1021",1822,Administrative Analyst,69739.42,0,840,70579.42
38130,31-03-2014,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2604,Food Service Worker,46813.4,66.79,3553.55,50433.74
14976,31-03-2015,6,General Administration & Finance,CPC,CPC City Planning,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1094,IT Operations Support Admin IV,105484.3,0,0,105484.3
29220,31-03-2017,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2314,Public Health Team Leader,84265.59,290.09,5020.95,89576.63
10815,31-03-2014,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,26942.1,0,4490.37,31432.47
49095,31-03-2013,4,Community Health,DPH,DPH Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1054,IS Business Analyst-Principal,121810.47,0,0,121810.47
18534,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",9102,Transit Car Cleaner,36464.8,9853.32,12948.82,59266.94
55205,31-03-2016,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5382,"Stdntdsgntrain3, Arch/Eng/Plng",466.2,0,0,466.2
1138,31-03-2014,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H003,EMT/Paramedic/Firefighter,127829.58,11720.7,16431.75,155982.03
44305,31-03-2016,6,General Administration & Finance,REG,REG Elections,790,"SEIU - Miscellaneous, Local 1021",1402,Junior Clerk,837.79,704.03,0,1541.82
11115,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,6,"Electrical Workers, Local 6",7371,Electrical Transit System Mech,64316.63,29876.24,4781.09,98973.96
50685,31-03-2013,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,91502.96,10268.77,18045.38,119817.11
4710,31-03-2015,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,6791.01,0,26.49,6817.5
8882,31-03-2017,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q052,Sergeant 3,143270.33,14102.44,9341.07,166713.84
3946,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,130,"Automotive Machinists, Local 1414",7313,Automotive Machinist,82004,15412.63,2734.14,100150.77
4397,31-03-2017,6,General Administration & Finance,RET,RET Retirement System,790,"SEIU - Miscellaneous, Local 1021",1812,Assistant Retirement Analyst,72873.02,0,0,72873.02
33201,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,216,"Teamsters, Local 853",7251,Track Maint Wrk Sprv 1,95342.14,59773.69,5287.66,160403.49
34881,31-03-2013,1,Public Protection,DAT,DAT District Attorney,311,Municipal Attorneys' Association,8182,"Head Atty, Civil & Criminal",185718.04,0,4652.81,190370.85
31024,31-03-2017,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,323,Members of Boards and Commissions,114,"Bdcomm Mbr, Grp5,M$100/Mo",1196,0,0,1196
56065,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,88053.79,589.7,8680.66,97324.15
7365,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3208,Pool Lifeguard,6786.97,0,61.6,6848.57
10399,31-03-2017,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,1365,0,5.2,1370.2
50613,31-03-2016,1,Public Protection,SHF,SHF Sheriff,498,Deputy Sheriffs' Association,8304,Deputy Sheriff,97806.66,42600.73,19506.09,159913.48
39585,31-03-2015,6,General Administration & Finance,BOS,BOS Board Of Supervisors,330,Members of Boards and Commissions - No Benefits,109,Commissioner No Benefits,6600,0,0,6600
39376,31-03-2016,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2110,Medical Records Clerk,4663.86,0,0,4663.86
21593,31-03-2016,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,790,"SEIU - Miscellaneous, Local 1021",1822,Administrative Analyst,83344.25,0,0,83344.25
5659,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,551,0,0,551
13819,31-03-2013,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,32592.13,0,3350.18,35942.31
33792,31-03-2013,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q002,Police Officer,35878.5,0,0,35878.5
12710,31-03-2017,3,Human Welfare & Neighborhood Development,CSS,CSS Child Support Services,790,"SEIU - Miscellaneous, Local 1021",8158,Child Support Officer II,49498.75,0,707.99,50206.74
34887,31-03-2015,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",8214,Parking Control Officer,61376.51,15419.34,3551.68,80347.53
13846,31-03-2015,6,General Administration & Finance,CAT,CAT City Attorney,311,Municipal Attorneys' Association,8177,Attorney (Civil/Criminal),47140.89,0,445.24,47586.13
55066,31-03-2017,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q052,Sergeant 3,142688.74,5534.99,1999.88,150223.61
3652,31-03-2017,4,Community Health,DPH,DPH Public Health,164,Physicians and Dentists - Miscellaneous,2230,Physician Specialist,109812.67,0,0,109812.67
35548,31-03-2013,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,4,"Painters, Local 1176",7346,Painter,70109.1,2424.94,1062,73596.04
20401,31-03-2014,4,Community Health,DPH,DPH Public Health,351,Municipal Executive Association - Miscellaneous,922,Manager I,113330.7,0,0,113330.7
25880,31-03-2017,4,Community Health,DPH,DPH Public Health,790,"SEIU - Miscellaneous, Local 1021",2586,Health Worker 2,24851.5,0,0,24851.5
53937,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",P103,Special Nurse,19565.39,0,1013.92,20579.31
50824,31-03-2017,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,6735.6,0,392.91,7128.51
22702,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2328,Nurse Practitioner,173900.79,3801.18,9552.87,187254.84
10517,31-03-2016,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2483,Biologist I/II,100589.32,1161.9,0,101751.22
44499,31-03-2015,1,Public Protection,POL,POL Police,911,Police Officers' Association,Q003,Police Officer 2,99834.98,16254.25,6993.4,123082.63
33907,31-03-2016,2,"Public Works, Transportation & Commerce",ECN,ECN Economic & Wrkfrce Dvlpmnt,790,"SEIU - Miscellaneous, Local 1021",9774,Sr Community Devl Spc 1,65365.8,0,0,65365.8
12401,31-03-2016,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,216,"Teamsters, Local 853",7355,Truck Driver,83641.54,44.87,9350.16,93036.57
357,31-03-2015,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2320,Registered Nurse,54397.02,270.24,31537.52,86204.78
35587,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2904,Human Services Technician,64769.42,22472.5,626.4,87868.32
30298,31-03-2017,6,General Administration & Finance,CAT,CAT City Attorney,311,Municipal Attorneys' Association,8177,Attorney (Civil/Criminal),91815.5,0,750,92565.5
33729,31-03-2016,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2736,Porter,14496.5,0,0,14496.5
43635,31-03-2013,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3209,Swimming Instructor,5063.5,0,0,5063.5
10846,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1044,IS Engineer-Principal,141668.73,0,0,141668.73
25925,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,790,"SEIU - Miscellaneous, Local 1021",1842,Management Assistant,64651.24,0,20,64671.24
48173,31-03-2013,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,25370,0,0,25370
9991,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,65500.46,9016.89,6482.77,81000.12
9024,31-03-2017,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1043,IS Engineer-Senior,0,0,26891.3,26891.3
19023,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,43570.68,5433.94,712.26,49716.88
14817,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",9910,Public Service Trainee,20869.68,0,0,20869.68
28742,31-03-2013,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2409,Pharmacy Technician,25920.37,34.51,54.01,26008.89
11649,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,4182.15,0,0,4182.15
9798,31-03-2017,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5602,Utility Specialist,4560.47,0,0,4560.47
26128,31-03-2015,4,Community Health,DPH,DPH Public Health,535,"SEIU - Human Services, Local 1021",2903,Eligibility Worker,64862.33,0,1080,65942.33
54063,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,58344.01,9955.97,1153.87,69453.85
56447,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,323,Members of Boards and Commissions,111,"Bdcomm Mbr, Grp2,M=$25/Mtg",175,0,0,175
16339,31-03-2013,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,6,"Electrical Workers, Local 6",7390,Welder,65876,997.34,23411.95,90285.29
21334,31-03-2015,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1956,Senior Purchaser,4657.2,0,4690.67,9347.87
16521,31-03-2014,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,11406.32,0,248.6,11654.92
2808,31-03-2016,5,Culture & Recreation,REC,REC Recreation & Park Commsn,790,"SEIU - Miscellaneous, Local 1021",3279,Recreation Leader,8200.85,0,60.8,8261.65
17659,31-03-2015,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,351,Municipal Executive Association - Miscellaneous,923,Manager II,104133.08,0,22.48,104155.56
18953,31-03-2014,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,790,"SEIU - Miscellaneous, Local 1021",1446,Secretary 2,47211.81,0,551.34,47763.15
15433,31-03-2016,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,261,"Laborers, Local 261",3434,Arborist Technician,67893,0,1244.7,69137.7
26772,31-03-2017,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5601,Utility Analyst,92246.94,0,0,92246.94
54551,31-03-2016,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,1,Miscellaneous Unrepresented Employees,9916,Public Svc Aide-Public Works,10909.38,0,0,10909.38
18015,31-03-2015,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,111564.31,25731.11,18521.22,155816.64
10007,31-03-2017,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2914,Social Work Supervisor,6459.51,0,0,6459.51
7791,31-03-2013,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H003,EMT/Paramedic/Firefighter,130444.93,51495.05,8528.11,190468.09
17031,31-03-2015,4,Community Health,DPH,DPH Public Health,251,"Transport Workers - Miscellaneous, Local 250-A",6122,Sr Environmental Hlth Insp,84785.54,0,450,85235.54
20865,31-03-2015,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,4,"Painters, Local 1176",7346,Painter,78882.92,3827.8,1454,84164.72
49443,31-03-2017,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,790,"SEIU - Miscellaneous, Local 1021",5322,Graphic Artist,64806.31,0,0,64806.31
23404,31-03-2016,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,253,"Transport Workers - Transit Operators, Local 250-A",9163,Transit Operator,68947.16,7526.35,974.87,77448.38
37037,31-03-2017,4,Community Health,DPH,DPH Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2328,Nurse Practitioner,130666.39,0,30112.03,160778.42
6755,31-03-2014,1,Public Protection,FIR,FIR Fire Department,798,"Firefighters - Miscellaneous, Local 798",H002,Firefighter,112703.74,12015.06,18307.18,143025.98
53922,31-03-2017,1,Public Protection,CRT,CRT Superior Court,933,Court Unrepresented Bench Officers,990C,Superior Court Judge,9499.99,0,2779.74,12279.73
42386,31-03-2017,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,535,"SEIU - Human Services, Local 1021",2916,Social Work Specialist,35775,0,560,36335
8588,31-03-2016,6,General Administration & Finance,TIS,DT GSA - Technology,16,"Theatrical and Stage Employees, Local 16",1766,Media Production Tech,4877.08,0,0,4877.08
18141,31-03-2016,1,Public Protection,CRT,CRT Superior Court,196,Court Unrepresented Managers,131C,Managing Attorney,163252.2,0,3000,166252.2
42959,31-03-2017,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,130,"Automotive Machinists, Local 1414",7381,Automotive Mechanic,81742.84,9018.16,14735.58,105496.58
34119,31-03-2016,4,Community Health,DPH,DPH Public Health,250,"SEIU - Health Workers, Local 1021",2303,Patient Care Assistant,14753.01,0,1016.18,15769.19
