Region,Country,Item Type,Sales Channel,Order Priority,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Sierra Leone,Fruits,Online,L,174381625,2253,9.33,6.92,21020.49,15590.76,5429.73
Sub-Saharan Africa,Zambia,Fruits,Offline,L,420290839,2254,9.33,6.92,21029.82,15597.68,5432.14
Sub-Saharan Africa,Chad,Fruits,Offline,H,542654073,2254,9.33,6.92,21029.82,15597.68,5432.14
Asia,Maldives,Fruits,Offline,C,291101491,2255,9.33,6.92,21039.15,15604.6,5434.55
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,H,500379455,2255,9.33,6.92,21039.15,15604.6,5434.55
Europe,Estonia,Fruits,Online,C,133289754,2255,9.33,6.92,21039.15,15604.6,5434.55
Sub-Saharan Africa,Comoros,Fruits,Online,L,781737172,2256,9.33,6.92,21048.48,15611.52,5436.96
Asia,Tajikistan,Fruits,Online,C,537010705,2256,9.33,6.92,21048.48,15611.52,5436.96
Europe,Bosnia and Herzegovina,Fruits,Offline,M,126463639,2256,9.33,6.92,21048.48,15611.52,5436.96
Middle East and North Africa,Azerbaijan,Fruits,Offline,H,782919919,2257,9.33,6.92,21057.81,15618.44,5439.37
Asia,Tajikistan,Fruits,Online,C,206552255,2257,9.33,6.92,21057.81,15618.44,5439.37
Sub-Saharan Africa,Guinea,Fruits,Offline,C,415830218,2257,9.33,6.92,21057.81,15618.44,5439.37
Central America and the Caribbean,Belize,Fruits,Online,M,538193452,2257,9.33,6.92,21057.81,15618.44,5439.37
Australia and Oceania,New Zealand,Fruits,Online,H,574824702,2258,9.33,6.92,21067.14,15625.36,5441.78
Asia,Thailand,Fruits,Online,L,776093804,2258,9.33,6.92,21067.14,15625.36,5441.78
Sub-Saharan Africa,The Gambia,Fruits,Offline,L,697187936,2258,9.33,6.92,21067.14,15625.36,5441.78
Central America and the Caribbean,Belize,Fruits,Online,H,207735002,2258,9.33,6.92,21067.14,15625.36,5441.78
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,M,409004104,2258,9.33,6.92,21067.14,15625.36,5441.78
Asia,Vietnam,Fruits,Offline,L,164277637,2258,9.33,6.92,21067.14,15625.36,5441.78
Asia,Bangladesh,Fruits,Offline,H,820733916,2259,9.33,6.92,21076.47,15632.28,5444.19
Central America and the Caribbean,Costa Rica,Fruits,Online,C,777276551,2259,9.33,6.92,21076.47,15632.28,5444.19
Middle East and North Africa,Israel,Fruits,Online,C,410186851,2259,9.33,6.92,21076.47,15632.28,5444.19
Australia and Oceania,Palau,Fruits,Online,H,244366252,2259,9.33,6.92,21076.47,15632.28,5444.19
Central America and the Caribbean,The Bahamas,Fruits,Online,L,158634269,2260,9.33,6.92,21085.8,15639.2,5446.6
Europe,Georgia,Fruits,Online,C,280997502,2260,9.33,6.92,21085.8,15639.2,5446.6
Sub-Saharan Africa,Ghana,Fruits,Offline,H,936271035,2260,9.33,6.92,21085.8,15639.2,5446.6
Central America and the Caribbean,Cuba,Fruits,Online,M,116359651,2261,9.33,6.92,21095.13,15646.12,5449.01
Asia,China,Fruits,Offline,C,448000848,2261,9.33,6.92,21095.13,15646.12,5449.01
Sub-Saharan Africa,Mozambique,Fruits,Online,M,570364081,2261,9.33,6.92,21095.13,15646.12,5449.01
Europe,Monaco,Fruits,Online,H,772815930,2262,9.33,6.92,21104.46,15653.04,5451.42
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Offline,L,650452697,2262,9.33,6.92,21104.46,15653.04,5451.42
Middle East and North Africa,Morocco,Fruits,Online,M,606995332,2262,9.33,6.92,21104.46,15653.04,5451.42
Central America and the Caribbean,Grenada,Fruits,Offline,M,974085032,2262,9.33,6.92,21104.46,15653.04,5451.42
Sub-Saharan Africa,Rwanda,Fruits,Offline,H,197631013,2263,9.33,6.92,21113.79,15659.96,5453.83
Asia,Indonesia,Fruits,Online,L,687083947,2263,9.33,6.92,21113.79,15659.96,5453.83
Middle East and North Africa,Turkey,Fruits,Offline,M,852904546,2263,9.33,6.92,21113.79,15659.96,5453.83
Asia,North Korea,Fruits,Online,L,975267779,2263,9.33,6.92,21113.79,15659.96,5453.83
Asia,Brunei,Fruits,Offline,M,398900115,2263,9.33,6.92,21113.79,15659.96,5453.83
Sub-Saharan Africa,Namibia,Fruits,Online,C,809447181,2263,9.33,6.92,21113.79,15659.96,5453.83
Asia,Cambodia,Fruits,Offline,M,968441665,2264,9.33,6.92,21123.12,15666.88,5456.24
Sub-Saharan Africa,Mauritania,Fruits,Online,L,190804898,2264,9.33,6.92,21123.12,15666.88,5456.24
Middle East and North Africa,Turkey,Fruits,Offline,H,522446095,2264,9.33,6.92,21123.12,15666.88,5456.24
Asia,South Korea,Fruits,Online,L,644809329,2264,9.33,6.92,21123.12,15666.88,5456.24
Central America and the Caribbean,Nicaragua,Fruits,Offline,H,601351964,2264,9.33,6.92,21123.12,15666.88,5456.24
Sub-Saharan Africa,Benin,Fruits,Online,M,277719628,2264,9.33,6.92,21123.12,15666.88,5456.24
Asia,Malaysia,Fruits,Online,L,932993161,2264,9.33,6.92,21123.12,15666.88,5456.24
Asia,Indonesia,Fruits,Online,M,356625497,2264,9.33,6.92,21123.12,15666.88,5456.24
Central America and the Caribbean,Saint Lucia,Fruits,Online,M,889535796,2264,9.33,6.92,21123.12,15666.88,5456.24
Asia,Maldives,Fruits,Offline,M,602534711,2265,9.33,6.92,21132.45,15673.8,5458.65
Asia,Japan,Fruits,Online,H,926167047,2265,9.33,6.92,21132.45,15673.8,5458.65
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Online,H,559077346,2265,9.33,6.92,21132.45,15673.8,5458.65
Europe,Netherlands,Fruits,Online,M,681440579,2265,9.33,6.92,21132.45,15673.8,5458.65
Sub-Saharan Africa,Botswana,Fruits,Online,H,516802728,2266,9.33,6.92,21141.78,15680.72,5461.06
Asia,Maldives,Fruits,Offline,M,272076261,2266,9.33,6.92,21141.78,15680.72,5461.06
Asia,Kyrgyzstan,Fruits,Online,C,553433978,2267,9.33,6.92,21151.11,15687.64,5463.47
Sub-Saharan Africa,Seychelles ,Fruits,Offline,M,675797212,2267,9.33,6.92,21151.11,15687.64,5463.47
Middle East and North Africa,Yemen,Fruits,Online,L,431070744,2267,9.33,6.92,21151.11,15687.64,5463.47
Sub-Saharan Africa,Comoros,Fruits,Offline,H,762711942,2268,9.33,6.92,21160.44,15694.56,5465.88
Europe,Slovakia,Fruits,Offline,M,596891343,2268,9.33,6.92,21160.44,15694.56,5465.88
Europe,Bulgaria,Fruits,Offline,L,676979959,2269,9.33,6.92,21169.77,15701.48,5468.29
Sub-Saharan Africa,Cape Verde,Fruits,Offline,L,144069659,2269,9.33,6.92,21169.77,15701.48,5468.29
Europe,Switzerland,Fruits,Online,H,554616725,2269,9.33,6.92,21169.77,15701.48,5468.29
Europe,Austria,Fruits,Online,L,388796126,2269,9.33,6.92,21169.77,15701.48,5468.29
Sub-Saharan Africa,Republic of the Congo,Fruits,Offline,C,432253491,2269,9.33,6.92,21169.77,15701.48,5468.29
Asia,Mongolia,Fruits,Offline,C,511159360,2269,9.33,6.92,21169.77,15701.48,5468.29
Sub-Saharan Africa,Sudan,Fruits,Online,H,303064143,2270,9.33,6.92,21179.1,15708.4,5470.7
Europe,Bulgaria,Fruits,Offline,M,346521508,2270,9.33,6.92,21179.1,15708.4,5470.7
Europe,Denmark,Fruits,Offline,L,634705340,2270,9.33,6.92,21179.1,15708.4,5470.7
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,M,671336591,2271,9.33,6.92,21188.43,15715.32,5473.11
Sub-Saharan Africa,Uganda,Fruits,Online,C,260789525,2271,9.33,6.92,21188.43,15715.32,5473.11
Asia,Sri Lanka,Fruits,Online,L,138426291,2271,9.33,6.92,21188.43,15715.32,5473.11
Europe,Ukraine,Fruits,Online,C,793699824,2271,9.33,6.92,21188.43,15715.32,5473.11
Europe,Georgia,Fruits,Online,M,592430722,2271,9.33,6.92,21188.43,15715.32,5473.11
Australia and Oceania,Federated States of Micronesia,Fruits,Offline,H,506698739,2272,9.33,6.92,21197.76,15722.24,5475.52
Europe,Georgia,Fruits,Online,M,261972272,2272,9.33,6.92,21197.76,15722.24,5475.52
Middle East and North Africa,Egypt,Fruits,Offline,C,672519338,2272,9.33,6.92,21197.76,15722.24,5475.52
Sub-Saharan Africa,Eritrea,Fruits,Online,M,629061973,2272,9.33,6.92,21197.76,15722.24,5475.52
Australia and Oceania,Palau,Fruits,Online,H,794882571,2272,9.33,6.92,21197.76,15722.24,5475.52
Australia and Oceania,Federated States of Micronesia,Fruits,Offline,C,176240289,2273,9.33,6.92,21207.09,15729.16,5477.93
Sub-Saharan Africa,Lesotho,Fruits,Offline,M,874971187,2273,9.33,6.92,21207.09,15729.16,5477.93
Central America and the Caribbean,Cuba,Fruits,Offline,C,997334420,2273,9.33,6.92,21207.09,15729.16,5477.93
Australia and Oceania,Fiji,Fruits,Offline,L,788056457,2273,9.33,6.92,21207.09,15729.16,5477.93
Middle East and North Africa,Azerbaijan,Fruits,Offline,M,623418605,2274,9.33,6.92,21216.42,15736.08,5480.34
Australia and Oceania,Nauru,Fruits,Offline,L,745781838,2274,9.33,6.92,21216.42,15736.08,5480.34
Central America and the Caribbean,Grenada,Fruits,Online,C,955059802,2274,9.33,6.92,21216.42,15736.08,5480.34
Australia and Oceania,Tuvalu,Fruits,Online,C,422149503,2274,9.33,6.92,21216.42,15736.08,5480.34
Europe,Latvia,Fruits,Offline,H,177423036,2274,9.33,6.92,21216.42,15736.08,5480.34
Middle East and North Africa,Oman,Fruits,Online,M,257511651,2275,9.33,6.92,21225.75,15743,5482.75
Middle East and North Africa,Iraq,Fruits,Offline,H,581143987,2275,9.33,6.92,21225.75,15743,5482.75
Sub-Saharan Africa,Mali,Fruits,Offline,H,502238118,2275,9.33,6.92,21225.75,15743,5482.75
Sub-Saharan Africa,Gabon,Fruits,Online,C,537686622,2275,9.33,6.92,21225.75,15743,5482.75
Central America and the Caribbean,Dominican Republic,Fruits,Online,M,905959069,2276,9.33,6.92,21235.08,15749.92,5485.16
Central America and the Caribbean,Nicaragua,Fruits,Offline,M,582326734,2276,9.33,6.92,21235.08,15749.92,5485.16
Sub-Saharan Africa,Mauritania,Fruits,Offline,H,171779668,2276,9.33,6.92,21235.08,15749.92,5485.16
Australia and Oceania,Vanuatu,Fruits,Online,L,661232602,2276,9.33,6.92,21235.08,15749.92,5485.16
Central America and the Caribbean,Dominican Republic,Fruits,Online,H,575500619,2277,9.33,6.92,21244.41,15756.84,5487.57
Asia,Japan,Fruits,Offline,L,907141816,2277,9.33,6.92,21244.41,15756.84,5487.57
Middle East and North Africa,Lebanon,Fruits,Online,C,208410918,2277,9.33,6.92,21244.41,15756.84,5487.57
Europe,Moldova ,Fruits,Offline,M,943773066,2278,9.33,6.92,21253.74,15763.76,5489.98
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Offline,H,209593665,2278,9.33,6.92,21253.74,15763.76,5489.98
Europe,Luxembourg,Fruits,Offline,M,655589234,2278,9.33,6.92,21253.74,15763.76,5489.98
Sub-Saharan Africa,Niger,Fruits,Online,L,699046599,2278,9.33,6.92,21253.74,15763.76,5489.98
Sub-Saharan Africa,Senegal,Fruits,Online,C,987230432,2278,9.33,6.92,21253.74,15763.76,5489.98
Europe,Russia,Fruits,Online,L,289682281,2279,9.33,6.92,21263.07,15770.68,5492.39
Middle East and North Africa,Syria,Fruits,Offline,C,123861682,2279,9.33,6.92,21263.07,15770.68,5492.39
Sub-Saharan Africa,Mozambique,Fruits,Online,M,980404317,2279,9.33,6.92,21263.07,15770.68,5492.39
Middle East and North Africa,Qatar,Fruits,Online,L,735677850,2279,9.33,6.92,21263.07,15770.68,5492.39
Middle East and North Africa,Morocco,Fruits,Online,L,447494018,2279,9.33,6.92,21263.07,15770.68,5492.39
Sub-Saharan Africa,Botswana,Fruits,Online,H,167319047,2279,9.33,6.92,21263.07,15770.68,5492.39
Asia,India,Fruits,Offline,C,527582633,2280,9.33,6.92,21272.4,15777.6,5494.8
Sub-Saharan Africa,Rwanda,Fruits,Online,M,938129699,2280,9.33,6.92,21272.4,15777.6,5494.8
Sub-Saharan Africa,Angola,Fruits,Offline,L,118218314,2281,9.33,6.92,21281.73,15784.52,5497.21
Europe,San Marino,Fruits,Offline,H,528765380,2281,9.33,6.92,21281.73,15784.52,5497.21
Sub-Saharan Africa,Sudan,Fruits,Offline,M,284038913,2281,9.33,6.92,21281.73,15784.52,5497.21
Europe,Albania,Fruits,Offline,L,651128613,2281,9.33,6.92,21281.73,15784.52,5497.21
Europe,Slovenia,Fruits,Offline,M,816949212,2281,9.33,6.92,21281.73,15784.52,5497.21
Sub-Saharan Africa,Central African Republic,Fruits,Online,C,694585978,2281,9.33,6.92,21281.73,15784.52,5497.21
Europe,Ukraine,Fruits,Offline,H,774674594,2282,9.33,6.92,21291.06,15791.44,5499.62
Sub-Saharan Africa,Chad,Fruits,Online,L,364127528,2282,9.33,6.92,21291.06,15791.44,5499.62
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,H,565396630,2282,9.33,6.92,21291.06,15791.44,5499.62
Asia,Myanmar,Fruits,Offline,C,731217229,2282,9.33,6.92,21291.06,15791.44,5499.62
Europe,San Marino,Fruits,Offline,C,198306930,2282,9.33,6.92,21291.06,15791.44,5499.62
Sub-Saharan Africa,Zambia,Fruits,Online,H,811305844,2283,9.33,6.92,21300.39,15798.36,5502.03
Sub-Saharan Africa,Ethiopia,Fruits,Offline,L,279578292,2284,9.33,6.92,21309.72,15805.28,5504.44
Europe,Slovakia,Fruits,Offline,L,437390029,2284,9.33,6.92,21309.72,15805.28,5504.44
Sub-Saharan Africa,Zambia,Fruits,Online,C,480847394,2284,9.33,6.92,21309.72,15805.28,5504.44
Europe,Belgium,Fruits,Online,H,847937095,2284,9.33,6.92,21309.72,15805.28,5504.44
Europe,Sweden,Fruits,Offline,L,725573861,2284,9.33,6.92,21309.72,15805.28,5504.44
Europe,Switzerland,Fruits,Offline,L,395115411,2285,9.33,6.92,21319.05,15812.2,5506.85
Europe,Bosnia and Herzegovina,Fruits,Online,C,517478644,2285,9.33,6.92,21319.05,15812.2,5506.85
Australia and Oceania,Nauru,Fruits,Offline,C,726756608,2285,9.33,6.92,21319.05,15812.2,5506.85
Europe,Czech Republic,Fruits,Offline,C,475204026,2286,9.33,6.92,21328.38,15819.12,5509.26
Australia and Oceania,Samoa ,Fruits,Offline,C,684481990,2286,9.33,6.92,21328.38,15819.12,5509.26
Australia and Oceania,Australia,Fruits,Online,L,719930493,2286,9.33,6.92,21328.38,15819.12,5509.26
Sub-Saharan Africa,Republic of the Congo,Fruits,Offline,C,842293727,2286,9.33,6.92,21328.38,15819.12,5509.26
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,M,310566174,2287,9.33,6.92,21337.71,15826.04,5511.67
Middle East and North Africa,Iraq,Fruits,Offline,M,231660306,2287,9.33,6.92,21337.71,15826.04,5511.67
Asia,Thailand,Fruits,Offline,C,267108809,2287,9.33,6.92,21337.71,15826.04,5511.67
Central America and the Caribbean,Belize,Fruits,Offline,M,598750007,2287,9.33,6.92,21337.71,15826.04,5511.67
Sub-Saharan Africa,Gabon,Fruits,Online,C,188202941,2287,9.33,6.92,21337.71,15826.04,5511.67
Australia and Oceania,Solomon Islands,Fruits,Offline,L,354023540,2287,9.33,6.92,21337.71,15826.04,5511.67
Sub-Saharan Africa,Equatorial Guinea,Fruits,Offline,C,800019109,2287,9.33,6.92,21337.71,15826.04,5511.67
Central America and the Caribbean,Costa Rica,Fruits,Offline,M,268291556,2288,9.33,6.92,21347.04,15832.96,5514.08
Asia,Bangladesh,Fruits,Online,L,311748921,2288,9.33,6.92,21347.04,15832.96,5514.08
Middle East and North Africa,Israel,Fruits,Offline,H,801201856,2288,9.33,6.92,21347.04,15832.96,5514.08
Middle East and North Africa,Lebanon,Fruits,Offline,M,189385688,2288,9.33,6.92,21347.04,15832.96,5514.08
Australia and Oceania,Tonga,Fruits,Online,M,593106639,2289,9.33,6.92,21356.37,15839.88,5516.49
Central America and the Caribbean,The Bahamas,Fruits,Offline,C,549649274,2289,9.33,6.92,21356.37,15839.88,5516.49
Middle East and North Africa,Egypt,Fruits,Online,C,182559573,2289,9.33,6.92,21356.37,15839.88,5516.49
Sub-Saharan Africa,Madagascar,Fruits,Offline,C,103653705,2289,9.33,6.92,21356.37,15839.88,5516.49
Sub-Saharan Africa,Mauritius ,Fruits,Offline,C,391837537,2289,9.33,6.92,21356.37,15839.88,5516.49
Europe,Georgia,Fruits,Offline,M,672012507,2289,9.33,6.92,21356.37,15839.88,5516.49
Asia,Bangladesh,Fruits,Online,M,881290471,2289,9.33,6.92,21356.37,15839.88,5516.49
Australia and Oceania,Papua New Guinea,Fruits,Offline,H,874464356,2290,9.33,6.92,21365.7,15846.8,5518.9
Europe,Iceland,Fruits,Online,M,629737889,2290,9.33,6.92,21365.7,15846.8,5518.9
Middle East and North Africa,Jordan,Fruits,Offline,C,140284955,2290,9.33,6.92,21365.7,15846.8,5518.9
Sub-Saharan Africa,Lesotho,Fruits,Online,L,385011422,2290,9.33,6.92,21365.7,15846.8,5518.9
Asia,China,Fruits,Online,M,839015853,2291,9.33,6.92,21375.03,15853.72,5521.31
Middle East and North Africa,Libya,Fruits,Offline,C,428468787,2291,9.33,6.92,21375.03,15853.72,5521.31
Sub-Saharan Africa,Mauritius ,Fruits,Offline,C,961379086,2291,9.33,6.92,21375.03,15853.72,5521.31
Asia,Bhutan,Fruits,Online,M,550832021,2291,9.33,6.92,21375.03,15853.72,5521.31
Middle East and North Africa,Qatar,Fruits,Online,H,716652619,2291,9.33,6.92,21375.03,15853.72,5521.31
Australia and Oceania,Tuvalu,Fruits,Online,C,832189738,2292,9.33,6.92,21384.36,15860.64,5523.72
Asia,Bhutan,Fruits,Online,H,220373570,2292,9.33,6.92,21384.36,15860.64,5523.72
Asia,Kazakhstan,Fruits,Offline,M,796741235,2292,9.33,6.92,21384.36,15860.64,5523.72
Asia,India,Fruits,Offline,H,508557403,2292,9.33,6.92,21384.36,15860.64,5523.72
Sub-Saharan Africa,Rwanda,Fruits,Online,L,588646018,2293,9.33,6.92,21393.69,15867.56,5526.13
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,C,711009252,2293,9.33,6.92,21393.69,15867.56,5526.13
Middle East and North Africa,Kuwait,Fruits,Offline,M,379368054,2293,9.33,6.92,21393.69,15867.56,5526.13
Sub-Saharan Africa,Namibia,Fruits,Offline,M,300462186,2293,9.33,6.92,21393.69,15867.56,5526.13
Europe,Macedonia,Fruits,Offline,H,545188653,2293,9.33,6.92,21393.69,15867.56,5526.13
Europe,Andorra,Fruits,Offline,L,301644933,2294,9.33,6.92,21403.02,15874.48,5528.54
Asia,Cambodia,Fruits,Online,L,459456670,2294,9.33,6.92,21403.02,15874.48,5528.54
Europe,Netherlands,Fruits,Offline,C,172455585,2295,9.33,6.92,21412.35,15881.4,5530.95
Asia,Japan,Fruits,Offline,L,417182052,2295,9.33,6.92,21412.35,15881.4,5530.95
Sub-Saharan Africa,Benin,Fruits,Offline,L,338276183,2295,9.33,6.92,21412.35,15881.4,5530.95
Sub-Saharan Africa,South Africa,Fruits,Online,H,215912950,2295,9.33,6.92,21412.35,15881.4,5530.95
Europe,Moldova ,Fruits,Offline,L,784271752,2295,9.33,6.92,21412.35,15881.4,5530.95
Central America and the Caribbean,Nicaragua,Fruits,Online,M,661908519,2295,9.33,6.92,21412.35,15881.4,5530.95
Sub-Saharan Africa,Botswana,Fruits,Offline,M,907817733,2296,9.33,6.92,21421.68,15888.32,5533.36
Sub-Saharan Africa,South Africa,Fruits,Online,H,785454499,2296,9.33,6.92,21421.68,15888.32,5533.36
Sub-Saharan Africa,Cameroon,Fruits,Online,L,296001565,2296,9.33,6.92,21421.68,15888.32,5533.36
Europe,Belgium,Fruits,Offline,M,828911864,2296,9.33,6.92,21421.68,15888.32,5533.36
Asia,Nepal,Fruits,Online,C,951275098,2296,9.33,6.92,21421.68,15888.32,5533.36
Sub-Saharan Africa,Tanzania,Fruits,Offline,H,173638331,2296,9.33,6.92,21421.68,15888.32,5533.36
Sub-Saharan Africa,South Sudan,Fruits,Offline,C,454996049,2297,9.33,6.92,21431.01,15895.24,5535.77
Middle East and North Africa,Yemen,Fruits,Offline,C,822085750,2297,9.33,6.92,21431.01,15895.24,5535.77
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,H,289175450,2297,9.33,6.92,21431.01,15895.24,5535.77
Sub-Saharan Africa,Tanzania,Fruits,Offline,C,743179881,2297,9.33,6.92,21431.01,15895.24,5535.77
Asia,Mongolia,Fruits,Online,M,332632815,2297,9.33,6.92,21431.01,15895.24,5535.77
Europe,Armenia,Fruits,Offline,H,210269582,2297,9.33,6.92,21431.01,15895.24,5535.77
Europe,Slovenia,Fruits,Online,L,657447898,2298,9.33,6.92,21440.34,15902.16,5538.18
Sub-Saharan Africa,Cape Verde,Fruits,Online,H,535084664,2298,9.33,6.92,21440.34,15902.16,5538.18
Asia,Mongolia,Fruits,Online,M,902174365,2298,9.33,6.92,21440.34,15902.16,5538.18
Europe,Bosnia and Herzegovina,Fruits,Online,H,167994964,2298,9.33,6.92,21440.34,15902.16,5538.18
Asia,Singapore,Fruits,Online,M,290358197,2298,9.33,6.92,21440.34,15902.16,5538.18
Europe,Czech Republic,Fruits,Online,H,456178796,2298,9.33,6.92,21440.34,15902.16,5538.18
Europe,Bulgaria,Fruits,Online,C,737536513,2299,9.33,6.92,21449.67,15909.08,5540.59
Sub-Saharan Africa,Uganda,Fruits,Offline,L,982262980,2299,9.33,6.92,21449.67,15909.08,5540.59
Europe,Belarus,Fruits,Offline,L,449352681,2299,9.33,6.92,21449.67,15909.08,5540.59
Sub-Saharan Africa,Republic of the Congo,Fruits,Online,H,492810046,2299,9.33,6.92,21449.67,15909.08,5540.59
Asia,Thailand,Fruits,Offline,H,817625129,2300,9.33,6.92,21459,15916,5543
Europe,Denmark,Fruits,Online,C,695261895,2300,9.33,6.92,21459,15916,5543
Australia and Oceania,East Timor,Fruits,Online,L,939988362,2300,9.33,6.92,21459,15916,5543
Europe,Croatia,Fruits,Online,L,407078063,2300,9.33,6.92,21459,15916,5543
Europe,France,Fruits,Offline,C,983445727,2300,9.33,6.92,21459,15916,5543
Europe,Belarus,Fruits,Offline,L,118894231,2300,9.33,6.92,21459,15916,5543
Asia,Sri Lanka,Fruits,Offline,H,529441297,2300,9.33,6.92,21459,15916,5543
Australia and Oceania,East Timor,Fruits,Online,M,609529912,2301,9.33,6.92,21468.33,15922.92,5545.41
Asia,Sri Lanka,Fruits,Offline,C,198982846,2301,9.33,6.92,21468.33,15922.92,5545.41
Sub-Saharan Africa,Zambia,Fruits,Offline,H,321346080,2301,9.33,6.92,21468.33,15922.92,5545.41
Middle East and North Africa,Egypt,Fruits,Online,H,163534343,2301,9.33,6.92,21468.33,15922.92,5545.41
Europe,Hungary,Fruits,Offline,C,941171109,2301,9.33,6.92,21468.33,15922.92,5545.41
Europe,Estonia,Fruits,Online,L,364803445,2301,9.33,6.92,21468.33,15922.92,5545.41
Australia and Oceania,Fiji,Fruits,Online,H,279071462,2302,9.33,6.92,21477.66,15929.84,5547.82
Central America and the Caribbean,Cuba,Fruits,Online,H,488349425,2302,9.33,6.92,21477.66,15929.84,5547.82
Middle East and North Africa,Egypt,Fruits,Online,C,733075892,2302,9.33,6.92,21477.66,15929.84,5547.82
Europe,Finland,Fruits,Offline,H,603886544,2303,9.33,6.92,21486.99,15936.76,5550.23
Sub-Saharan Africa,Guinea,Fruits,Offline,L,647343909,2303,9.33,6.92,21486.99,15936.76,5550.23
Middle East and North Africa,Morocco,Fruits,Offline,C,648526656,2304,9.33,6.92,21496.32,15943.68,5552.64
Central America and the Caribbean,Grenada,Fruits,Offline,C,115616357,2304,9.33,6.92,21496.32,15943.68,5552.64
Sub-Saharan Africa,Mali,Fruits,Online,L,893253123,2304,9.33,6.92,21496.32,15943.68,5552.64
Middle East and North Africa,Iraq,Fruits,Online,L,972158992,2304,9.33,6.92,21496.32,15943.68,5552.64
Sub-Saharan Africa,Guinea,Fruits,Online,M,316885459,2304,9.33,6.92,21496.32,15943.68,5552.64
